@relation openSMILE_features

@attribute name string
@attribute F0semitoneFrom27.5Hz_sma3nz_amean numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_stddevNorm numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_percentile20.0 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_percentile50.0 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_percentile80.0 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope numeric
@attribute loudness_sma3_amean numeric
@attribute loudness_sma3_stddevNorm numeric
@attribute loudness_sma3_percentile20.0 numeric
@attribute loudness_sma3_percentile50.0 numeric
@attribute loudness_sma3_percentile80.0 numeric
@attribute loudness_sma3_pctlrange0-2 numeric
@attribute loudness_sma3_meanRisingSlope numeric
@attribute loudness_sma3_stddevRisingSlope numeric
@attribute loudness_sma3_meanFallingSlope numeric
@attribute loudness_sma3_stddevFallingSlope numeric
@attribute jitterLocal_sma3nz_amean numeric
@attribute jitterLocal_sma3nz_stddevNorm numeric
@attribute shimmerLocaldB_sma3nz_amean numeric
@attribute shimmerLocaldB_sma3nz_stddevNorm numeric
@attribute HNRdBACF_sma3nz_amean numeric
@attribute HNRdBACF_sma3nz_stddevNorm numeric
@attribute logRelF0-H1-H2_sma3nz_amean numeric
@attribute logRelF0-H1-H2_sma3nz_stddevNorm numeric
@attribute logRelF0-H1-A3_sma3nz_amean numeric
@attribute logRelF0-H1-A3_sma3nz_stddevNorm numeric
@attribute F1frequency_sma3nz_amean numeric
@attribute F1frequency_sma3nz_stddevNorm numeric
@attribute F1bandwidth_sma3nz_amean numeric
@attribute F1bandwidth_sma3nz_stddevNorm numeric
@attribute F1amplitudeLogRelF0_sma3nz_amean numeric
@attribute F1amplitudeLogRelF0_sma3nz_stddevNorm numeric
@attribute F2frequency_sma3nz_amean numeric
@attribute F2frequency_sma3nz_stddevNorm numeric
@attribute F2amplitudeLogRelF0_sma3nz_amean numeric
@attribute F2amplitudeLogRelF0_sma3nz_stddevNorm numeric
@attribute F3frequency_sma3nz_amean numeric
@attribute F3frequency_sma3nz_stddevNorm numeric
@attribute F3amplitudeLogRelF0_sma3nz_amean numeric
@attribute F3amplitudeLogRelF0_sma3nz_stddevNorm numeric
@attribute alphaRatioV_sma3nz_amean numeric
@attribute alphaRatioV_sma3nz_stddevNorm numeric
@attribute hammarbergIndexV_sma3nz_amean numeric
@attribute hammarbergIndexV_sma3nz_stddevNorm numeric
@attribute slopeV0-500_sma3nz_amean numeric
@attribute slopeV0-500_sma3nz_stddevNorm numeric
@attribute slopeV500-1500_sma3nz_amean numeric
@attribute slopeV500-1500_sma3nz_stddevNorm numeric
@attribute alphaRatioUV_sma3nz_amean numeric
@attribute hammarbergIndexUV_sma3nz_amean numeric
@attribute slopeUV0-500_sma3nz_amean numeric
@attribute slopeUV500-1500_sma3nz_amean numeric
@attribute loudnessPeaksPerSec numeric
@attribute VoicedSegmentsPerSec numeric
@attribute MeanVoicedSegmentLengthSec numeric
@attribute StddevVoicedSegmentLengthSec numeric
@attribute MeanUnvoicedSegmentLength numeric
@attribute StddevUnvoicedSegmentLength numeric
@attribute class numeric

@data
'Ses01M_script03_1_M000.wav',0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.979593e-01,6.259523e-01,1.170294e-01,1.315515e-01,3.208425e-01,2.038131e-01,2.782696e+00,3.521383e+00,1.967486e+00,1.362865e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-2.010000e+02,0.000000e+00,0.000000e+00,0.000000e+00,-2.010000e+02,0.000000e+00,0.000000e+00,0.000000e+00,-2.010000e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-7.565845e+00,1.557025e+01,1.206904e-03,2.065833e-03,2.234637e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.730000e+00,0.000000e+00,3
'Ses01M_script03_1_M001.wav',2.565058e+01,7.348038e-02,2.345168e+01,2.657738e+01,2.734605e+01,3.894371e+00,1.609163e+01,0.000000e+00,-2.998028e+01,0.000000e+00,1.588529e-01,4.764706e-01,1.151743e-01,1.260208e-01,2.037657e-01,8.859143e-02,9.215115e-01,5.091698e-01,1.381833e+00,1.264237e+00,2.758277e-02,6.324744e-01,1.549474e+00,5.668749e-01,4.672607e+00,3.854567e-01,1.052822e+01,5.160841e-01,3.010642e+01,2.555159e-01,5.428478e+02,2.682227e-01,1.552633e+03,7.094821e-02,-1.811126e+02,-3.072611e-01,1.489284e+03,1.162905e-01,-1.825662e+02,-2.819615e-01,2.421273e+03,7.436565e-02,-1.830674e+02,-2.731679e-01,-1.903183e+01,-2.004270e-01,2.824612e+01,1.846878e-01,-1.294281e-03,-7.602632e+00,-1.583571e-02,-5.627538e-01,-1.117164e+01,2.084989e+01,-5.782152e-03,1.442691e-03,1.716738e+00,8.771930e-01,1.100000e-01,6.000000e-02,1.000000e+00,2.300000e-01,3
'Ses01M_script03_1_M003.wav',3.015859e+01,5.800023e-02,2.887105e+01,3.019919e+01,3.171660e+01,2.845549e+00,1.732633e+01,3.697875e+00,8.610109e+00,6.870938e+00,3.857107e-01,6.444277e-01,1.611190e-01,3.293138e-01,6.273193e-01,4.662003e-01,5.329966e+00,4.122406e+00,4.022355e+00,2.568921e+00,2.040188e-02,6.766105e-01,1.047078e+00,7.111233e-01,6.692078e+00,3.228178e-01,-1.257453e+00,-4.872481e+00,1.908150e+01,3.920600e-01,5.364792e+02,3.290832e-01,1.487354e+03,1.133440e-01,-1.167600e+02,-8.013573e-01,1.452432e+03,1.255090e-01,-1.172274e+02,-7.652359e-01,2.382008e+03,8.182401e-02,-1.215252e+02,-6.990198e-01,-1.291310e+01,-4.154482e-01,2.593586e+01,2.783933e-01,2.570400e-02,7.183241e-01,-1.360724e-02,-8.640766e-01,-8.500736e+00,1.717254e+01,-7.867289e-05,3.161057e-03,3.092784e+00,1.832461e+00,2.371428e-01,1.718566e-01,3.350000e-01,3.629853e-01,3
'Ses02F_script03_1_F000.wav',3.978171e+01,1.108094e-01,3.460394e+01,3.944617e+01,4.458034e+01,9.976406e+00,9.565082e+01,2.497005e+01,5.716750e+01,0.000000e+00,2.797534e-01,7.327514e-01,1.085999e-01,2.073297e-01,3.976596e-01,2.890596e-01,4.593301e+00,3.459005e+00,2.007241e+00,7.505819e-02,3.083237e-02,8.932815e-01,1.520213e+00,6.702238e-01,8.048677e+00,4.297360e-01,7.064655e+00,1.021497e+00,9.937697e+00,7.045080e-01,8.588254e+02,1.189058e-01,1.362868e+03,2.117926e-01,-1.450703e+02,-5.477794e-01,1.787432e+03,9.415883e-02,-1.439410e+02,-5.417643e-01,2.614868e+03,6.967717e-02,-1.439658e+02,-5.402459e-01,-1.029007e+01,-6.861832e-01,1.666089e+01,4.874818e-01,3.538786e-02,6.281675e-01,-7.171409e-03,-1.261256e+00,-1.076413e+01,1.828754e+01,1.252509e-02,3.590183e-03,2.419355e+00,3.361345e+00,8.500000e-02,4.769696e-02,1.520000e-01,9.239048e-02,3
'Ses02F_script03_1_F001.wav',3.944223e+01,9.086873e-02,3.705422e+01,3.857206e+01,4.281504e+01,5.760822e+00,5.140268e+01,2.909618e+01,6.430936e+01,1.099093e+02,3.301521e-01,5.944897e-01,1.283738e-01,3.155601e-01,4.649602e-01,3.365864e-01,2.815154e+00,1.725290e+00,2.845115e+00,1.645413e+00,2.524474e-02,1.035662e+00,9.867464e-01,7.039612e-01,9.549767e+00,3.378249e-01,9.435283e+00,7.910685e-01,2.235489e+01,6.002933e-01,7.526619e+02,2.148494e-01,1.415119e+03,1.543290e-01,-9.776429e+01,-9.299890e-01,1.721888e+03,1.249224e-01,-9.561351e+01,-8.857825e-01,2.627108e+03,8.439296e-02,-9.897301e+01,-8.290183e-01,-1.508439e+01,-4.948599e-01,2.484853e+01,4.566248e-01,4.645092e-02,4.527753e-01,-1.521704e-02,-7.921505e-01,-7.591711e+00,1.746150e+01,7.529679e-03,3.800485e-03,3.485255e+00,1.902174e+00,3.014286e-01,2.644362e-01,2.014286e-01,1.864272e-01,3
'Ses02F_script03_1_F002.wav',4.266593e+01,7.898226e-02,4.002036e+01,4.185038e+01,4.433007e+01,4.309708e+00,3.675263e+01,3.854628e+01,4.158877e+01,1.972057e+01,2.505498e-01,7.450988e-01,1.061881e-01,1.733598e-01,3.945180e-01,2.883300e-01,2.374720e+00,1.715982e+00,2.678302e+00,1.552608e+00,3.161980e-02,1.053083e+00,1.017168e+00,6.098459e-01,1.060544e+01,2.478596e-01,9.003704e+00,8.997669e-01,2.141050e+01,3.768377e-01,7.899062e+02,2.303856e-01,1.339466e+03,1.574118e-01,-1.439176e+02,-5.781627e-01,1.752952e+03,1.167807e-01,-1.374608e+02,-5.827870e-01,2.673153e+03,6.222596e-02,-1.392211e+02,-5.601999e-01,-1.390412e+01,-4.530776e-01,2.765688e+01,2.951503e-01,4.376730e-02,6.252984e-01,-1.482075e-02,-9.026505e-01,-7.495330e+00,1.622071e+01,4.458002e-03,3.737648e-03,2.040816e+00,2.083333e+00,1.660000e-01,5.122499e-02,2.433333e-01,2.668124e-01,3
'Ses02M_impro08_F018.wav',3.692853e+01,1.232721e-01,3.624271e+01,3.839744e+01,3.976171e+01,3.518997e+00,5.112991e+02,6.108724e+02,5.899370e+01,4.917237e+01,3.068686e-01,5.633217e-01,1.513489e-01,2.667283e-01,4.869422e-01,3.355934e-01,3.995621e+00,1.775486e+00,2.944443e+00,1.590877e+00,3.129846e-02,2.225774e+00,9.582447e-01,9.592672e-01,9.365067e+00,4.173820e-01,8.150852e+00,1.008393e+00,1.985224e+01,4.206723e-01,7.075708e+02,2.336047e-01,1.469244e+03,1.317613e-01,-7.537804e+01,-1.126425e+00,1.627576e+03,1.235023e-01,-7.237875e+01,-1.077233e+00,2.535533e+03,6.462649e-02,-7.541405e+01,-1.008265e+00,-1.242373e+01,-5.650717e-01,2.072342e+01,4.002879e-01,4.667433e-02,3.378966e-01,-1.185909e-02,-9.116674e-01,-1.149240e+01,2.114850e+01,3.205143e-02,-4.382207e-03,4.142012e+00,3.021148e+00,2.240000e-01,1.708332e-01,8.500000e-02,9.952386e-02,3
'Ses02M_script03_1_F016.wav',3.708043e+01,1.017220e-01,3.428183e+01,3.520237e+01,4.027566e+01,5.993824e+00,3.501479e+01,1.423453e+01,2.026108e+01,6.900281e+00,1.687870e-01,7.165070e-01,6.042620e-02,1.273160e-01,2.656844e-01,2.052582e-01,2.104795e+00,1.142527e+00,1.558853e+00,9.836667e-01,2.604264e-02,1.146070e+00,1.134760e+00,7.999580e-01,8.428239e+00,4.161388e-01,7.735498e+00,7.173364e-01,2.652450e+01,3.787601e-01,6.837451e+02,2.575112e-01,1.490552e+03,1.777033e-01,-1.103406e+02,-8.537993e-01,1.572976e+03,1.155164e-01,-1.092918e+02,-8.236855e-01,2.532866e+03,8.245802e-02,-1.154645e+02,-7.256854e-01,-1.172725e+01,-6.305830e-01,2.645436e+01,2.819467e-01,4.358127e-02,4.306167e-01,-1.265789e-04,-9.714820e+01,-1.076954e+01,2.119455e+01,4.445224e-03,7.178057e-03,3.112841e+00,1.964637e+00,2.420000e-01,1.023523e-01,2.450000e-01,2.219572e-01,3
'Ses02M_script03_1_M000.wav',3.549328e+01,8.768799e-02,3.262933e+01,3.281154e+01,3.896745e+01,6.338112e+00,5.956854e-01,0.000000e+00,0.000000e+00,0.000000e+00,2.218764e-01,1.255569e+00,8.042397e-02,1.010004e-01,2.502241e-01,1.698001e-01,4.900126e+00,5.296556e+00,7.422795e+00,3.566238e+00,6.510670e-02,3.738871e-01,1.804876e+00,3.051581e-01,8.981668e+00,1.941432e-01,2.139314e+01,1.239563e-01,2.748840e+01,1.716628e-01,6.106329e+02,3.354118e-01,1.323775e+03,1.457717e-01,-1.897104e+02,-2.174381e-01,1.678731e+03,1.496872e-01,-1.897290e+02,-2.069984e-01,2.621402e+03,9.600309e-02,-1.895966e+02,-2.092085e-01,-1.376398e+01,-5.836448e-01,2.273093e+01,2.408785e-01,1.285975e-02,1.659051e+00,9.937173e-05,1.345327e+02,-1.404592e+01,2.285909e+01,-1.570841e-02,2.018591e-03,1.176471e+00,1.219512e+00,4.500000e-02,5.000000e-03,7.550000e-01,2.550000e-01,3
'Ses02M_script03_1_M002.wav',2.475966e+01,7.601739e-02,2.307969e+01,2.415438e+01,2.683612e+01,3.756432e+00,2.832106e+01,1.416936e+01,-1.883835e+00,1.751379e+01,1.879138e-01,5.910513e-01,9.267741e-02,1.443927e-01,2.806227e-01,1.879453e-01,2.383814e+00,1.017450e+00,1.708225e+00,1.081284e+00,6.403089e-02,7.531860e-01,1.704290e+00,5.747656e-01,3.635926e+00,3.528818e-01,1.214985e+01,2.721359e-01,2.743046e+01,2.734472e-01,5.828638e+02,2.084822e-01,1.536469e+03,1.196715e-01,-1.678912e+02,-4.115516e-01,1.516026e+03,1.053280e-01,-1.697332e+02,-3.848239e-01,2.527513e+03,3.989374e-02,-1.704033e+02,-3.737006e-01,-1.459365e+01,-4.299539e-01,2.328232e+01,3.139207e-01,1.403274e-02,1.317808e+00,-1.157877e-02,-8.013848e-01,-1.460507e+01,2.441822e+01,4.674002e-04,-5.394546e-03,4.188482e+00,1.612903e+00,9.666667e-02,6.018490e-02,3.750000e-01,3.011229e-01,3
